index,country,year,"Birth rate, crude (per 1,000 people)",doing business score,government  consumption exp (% of GDP),Population living in slums (% of urban population),Unemployment intermediate education
1278,Saudi Arabia,2018,18.703,63.84761,23.60057946,0,6.698
1279,Saudi Arabia,2019,18.451,70.87175,23.40408279,0,6.059
1280,Saudi Arabia,2020,18.238,70.87175,27.95820763,0,8.077
1281,Saudi Arabia,2021,17.473,70.87175,23.80438579,0,7.107
1282,Saudi Arabia,2022,16.919,70.87175,20.82961784,0,5.482
1283,Saudi Arabia,2023,16.919,70.87175,23.33098369,0,4.532
1284,Senegal,2015,35.357,49.55865,14.29927726,0,11.197
1285,Senegal,2016,34.673,50.27484,14.03128101,38.71484,9.597
1286,Senegal,2017,34.224,54.01704,13.63397157,38.71484,10.647
1287,Senegal,2018,33.955,54.37982,13.78463079,35.15984,10.647
1288,Senegal,2019,33.47,59.275,14.00764797,35.15984,5.929
1289,Senegal,2020,33.034,59.275,14.28023956,31.60484,5.929
1290,Senegal,2021,32.573,59.275,15.16247269,31.60484,5.929
1291,Senegal,2022,32.067,59.275,14.90575936,31.60484,6.398
1292,Senegal,2023,32.067,59.275,13.77278862,31.60484,6.398
1293,Serbia,2015,9.3,69.96245,18.25775335,0,19.419
1294,Serbia,2016,9.2,73.27635,17.48769633,0,16.687
1295,Serbia,2017,9.2,73.75306,17.51313156,0,14.736
1296,Serbia,2018,9.2,73.92341,17.99564137,0,13.709
1297,Serbia,2019,9.3,75.65345,18.36521441,0,11.234
1298,Serbia,2020,8.9,75.65345,19.38370211,0,9.576
1299,Serbia,2021,9.1,75.65345,18.76484027,0,10.522
1300,Serbia,2022,9.3,75.65345,18.35613763,0,9.398
1301,Serbia,2023,9.3,75.65345,17.12705968,0,8.883
1302,Seychelles,2015,17,58.95821,22.29028621,0,4.768
1303,Seychelles,2016,17.4,60.50169,22.36441103,0,5.143
1304,Seychelles,2017,17.2,61.51062,21.5958432,0,4.385
1305,Seychelles,2018,17.1,61.50211,22.88954083,0,4.748
1306,Seychelles,2019,16.4,61.70497,22.18413442,0,4.284
1307,Seychelles,2020,15.8,61.70497,26.37676446,0,4.569
1308,Seychelles,2021,16.8,61.70497,25.84512336,0,4.569
1309,Seychelles,2022,13.1,61.70497,19.59030432,0,4.569
1310,Seychelles,2023,13.1,61.70497,21.33845467,0,3.233
1311,Sierra Leone,2015,34.558,46.8995,6.498274107,0,0
1312,Sierra Leone,2016,34.011,47.21918,7.564053509,56.12183,0
1313,Sierra Leone,2017,33.568,47.08868,6.689820928,56.12183,0
1314,Sierra Leone,2018,33.099,47.24268,6.513142167,53.38422,5.325
1315,Sierra Leone,2019,32.549,47.45831,7.02931052,53.38422,5.325
1316,Sierra Leone,2020,31.914,47.45831,7.756376033,50.64661,5.325
1317,Sierra Leone,2021,31.36,47.45831,8.073652314,50.64661,5.325
1318,Sierra Leone,2022,30.788,47.45831,6.685699913,50.64661,5.325
1319,Sierra Leone,2023,30.788,47.45831,5.503790109,50.64661,5.325
1320,Singapore,2015,9.7,84.89222,10.19090832,0,4.08
1321,Singapore,2016,9.4,85.44138,10.25761381,0,4.08
1322,Singapore,2017,8.9,85.57215,10.19034523,0,4.63
1323,Singapore,2018,8.8,85.84348,9.970696465,0,4.63
1324,Singapore,2019,8.8,86.1981,10.24898406,0,4.63
1325,Singapore,2020,8.5,86.1981,12.23476464,0,5.98
1326,Singapore,2021,8.6,86.1981,10.60417011,0,4.57
1327,Singapore,2022,7.9,86.1981,9.446424372,0,4.448
1328,Singapore,2023,7.9,86.1981,10.22672944,0,3.719
1329,Slovak Republic,2015,10.3,74.84151,18.49161594,0,10.961
1330,Slovak Republic,2016,10.6,75.03118,18.79781587,0,9.207
1331,Slovak Republic,2017,10.7,75.15124,18.83244153,0,7.572
1332,Slovak Republic,2018,10.6,75.445,18.5660493,0,5.808
1333,Slovak Republic,2019,10.5,75.58542,19.55946073,0,4.823
1334,Slovak Republic,2020,10.4,75.58542,20.75604537,0,6.323
1335,Slovak Republic,2021,10.4,75.58542,20.78261819,0,6.437
1336,Slovak Republic,2022,9.7,75.58542,20.49312441,0,5.613
1337,Slovak Republic,2023,9.7,75.58542,20.09876806,0,5.525
1338,Slovenia,2015,10,74.71274,18.99856785,0,9.905
1339,Slovenia,2016,9.9,75.41048,19.24015489,0,8.051
1340,Slovenia,2017,9.8,76.39486,18.61972082,0,6.692
1341,Slovenia,2018,9.4,76.4142,18.41303045,0,5.482
1342,Slovenia,2019,9.3,76.51751,18.46960119,0,4.644
1343,Slovenia,2020,8.9,76.51751,20.74473447,0,5.526
1344,Slovenia,2021,9,76.51751,20.85045616,0,5.405
1345,Slovenia,2022,8.3,76.51751,19.52109139,0,4.461
1346,Slovenia,2023,8.3,76.51751,19.22685657,0,3.845
1347,Solomon Islands,2015,32.928,54.71827,29.56519219,0,0
1348,Solomon Islands,2016,32.379,55.11571,29.08321477,0,0
1349,Solomon Islands,2017,31.743,54.87857,25.97991857,0,0
1350,Solomon Islands,2018,31.219,55.20356,26.83251473,0,0
1351,Solomon Islands,2019,30.762,55.26279,27.6258123,0,0
1352,Solomon Islands,2021,29.785,55.26279,26.57872786,0,0
1353,Solomon Islands,2022,29.322,55.26279,29.18861795,0,0
1354,Solomon Islands,2023,29.322,55.26279,29.18861795,0,0
1355,Somalia,2015,46.474,20.23995,5.321989044,0,0
1356,Somalia,2016,46.156,20.28589,5.907657656,0,0
1357,Somalia,2017,45.457,19.9777,6.374818741,0,0
1358,Somalia,2018,44.992,20.04146,6.284314453,0,0
1359,Somalia,2019,44.564,20.03958,6.108253916,0,14.701
1360,Somalia,2020,44.007,20.03958,6.896256004,0,14.701
1361,Somalia,2021,43.561,20.03958,7.132762929,0,14.701
1362,Somalia,2022,43.086,20.03958,7.436548634,0,14.701
1363,Somalia,2023,43.086,20.03958,7.312099561,0,14.701
1364,South Africa,2015,21.3,66.24035,18.98507133,0,25.839
1365,South Africa,2016,20.25,65.40686,19.30756165,24.56298,27.247
1366,South Africa,2017,20.643,65.32778,19.23607713,24.56298,27.84
1367,South Africa,2018,21.137,66.69548,19.35222614,24.18213,28.483
1368,South Africa,2019,21.276,67.01897,19.58008004,24.18213,29.657
1369,South Africa,2020,20.326,67.01897,20.62033987,24.2,30.202
1370,South Africa,2021,19.821,67.01897,19.17826638,24.2,35.779
1371,South Africa,2022,19.31,67.01897,18.98927028,24.2,34.626
1372,South Africa,2023,19.31,67.01897,19.3495644,24.2,34.524
1373,South Sudan,2015,36.325,32.83657,0,0,0
1374,South Sudan,2016,35.15,32.69356,0,94.2,0
1375,South Sudan,2017,32.651,31.64063,0,94.2,0
1376,South Sudan,2018,30.147,33.64187,0,94.2,0
1377,South Sudan,2019,29.058,34.62285,0,94.2,0
1378,South Sudan,2020,29.166,34.62285,0,94.2,0
1379,South Sudan,2021,29.107,34.62285,0,94.2,0
1380,South Sudan,2022,28.857,34.62285,0,94.2,0
1381,South Sudan,2023,28.857,34.62285,0,94.2,0
1382,Spain,2015,9,75.92621,19.35559538,0,21.471
1383,Spain,2016,8.8,77.63075,18.95541009,0,19.305
1384,Spain,2017,8.4,77.62772,18.54329484,0,17.292
1385,Spain,2018,7.9,77.69995,18.58446426,0,15.383
1386,Spain,2019,7.6,77.93588,18.73862376,0,14.459
1387,Spain,2020,7.2,77.93588,21.81570544,0,17.587
1388,Spain,2021,7.1,77.93588,21.00513649,0,16.02
1389,Spain,2022,6.9,77.93588,19.96412423,0,13.756
1390,Spain,2023,6.9,77.93588,19.46354727,0,13.271
1391,Sri Lanka,2015,15.886,59.18186,8.910656347,0,7.828
1392,Sri Lanka,2016,15.496,59.82373,8.170284441,0,7.058
1393,Sri Lanka,2017,15.17,59.95122,7.853227954,0,6.74
1394,Sri Lanka,2018,14.805,61.75867,8.609156897,0,6.901
1395,Sri Lanka,2019,14.534,61.80614,8.972548564,0,7.293
1396,Sri Lanka,2020,14.235,61.80614,10.39790738,0,8.427
1397,Sri Lanka,2021,14.019,61.80614,9.451464843,0,8.749
1398,Sri Lanka,2022,13.781,61.80614,7.177851062,0,7.123
1399,Sri Lanka,2023,13.781,61.80614,6.851704478,0,7.123
1400,St. Lucia,2015,12.321,63.50018,0,0,0
1401,St. Lucia,2016,12.229,63.47845,0,0,0
1402,St. Lucia,2017,12.114,63.57439,0,0,21.859
1403,St. Lucia,2018,11.986,63.62984,0,0,27.004
1404,St. Lucia,2019,11.834,63.6504,0,0,16.117
1405,St. Lucia,2020,11.667,63.6504,0,0,32.817
1406,St. Lucia,2021,11.49,63.6504,0,0,32.817
1407,St. Lucia,2022,11.316,63.6504,0,0,16.531
1408,St. Lucia,2023,11.316,63.6504,0,0,16.531
1409,St. Vincent and the Grenadines,2015,15.891,57.07066,0,0,0
1410,St. Vincent and the Grenadines,2016,15.161,56.96928,0,0,0
1411,St. Vincent and the Grenadines,2017,14.269,56.97521,0,0,0
1412,St. Vincent and the Grenadines,2018,13.708,56.98254,0,0,0
1413,St. Vincent and the Grenadines,2019,13.346,57.0869,0,0,0
1414,St. Vincent and the Grenadines,2020,13.071,57.0869,0,0,0
1415,St. Vincent and the Grenadines,2021,12.901,57.0869,0,0,0
1416,St. Vincent and the Grenadines,2022,12.726,57.0869,0,0,0
1417,St. Vincent and the Grenadines,2023,12.726,57.0869,0,0,0
1418,Sudan,2015,36.413,45.52208,6.174441364,0,0
1419,Sudan,2016,36.038,44.82494,5.588456456,73.66328,0
1420,Sudan,2017,35.669,45.00301,6.429600977,73.66328,0
1421,Sudan,2018,35.236,48.01814,6.714043305,73.7,0
1422,Sudan,2019,34.823,44.82932,6.170935498,73.7,0
1423,Sudan,2020,34.226,44.82932,14.44544107,73.7,0
1424,Sudan,2021,33.596,44.82932,10.95628375,73.7,0
1425,Sudan,2022,33.027,44.82932,17.85268199,73.7,11.608
1426,Sudan,2023,33.027,44.82932,17.42454012,73.7,11.608
1427,Suriname,2015,19.127,46.42834,0,0,0
1428,Suriname,2016,18.912,47.39893,0,14.12632,5.377
1429,Suriname,2017,18.758,47.40665,0,14.12632,5.377
1430,Suriname,2018,18.577,47.43149,0,14.96333,5.377
1431,Suriname,2019,18.409,47.46427,0,14.96333,5.377
1432,Suriname,2020,18.279,47.46427,0,15.80035,5.377
1433,Suriname,2021,18.154,47.46427,0,15.80035,5.377
1434,Suriname,2022,17.983,47.46427,0,15.80035,5.377
1435,Suriname,2023,17.983,47.46427,0,15.80035,5.377
1436,Sweden,2015,11.7,81.63208,25.89277,0,6.223
1437,Sweden,2016,11.8,82.15071,26.43903831,0,5.66
1438,Sweden,2017,11.5,82.17491,26.26195557,0,5.118
1439,Sweden,2018,11.4,82.01848,26.25521306,0,4.622
1440,Sweden,2019,11.1,81.99155,25.83599337,0,5.013
1441,Sweden,2020,10.9,81.99155,26.53116584,0,6.32
1442,Sweden,2021,11,81.99155,25.75244159,0,6.668
1443,Sweden,2022,10,81.99155,25.32396533,0,5.659
1444,Sweden,2023,10,81.99155,26.04845707,0,5.916
1445,Switzerland,2015,10.5,76.42844,11.53756702,0,4.37
1446,Switzerland,2016,10.5,76.42092,11.51496174,0,4.788
1447,Switzerland,2017,10.3,76.60784,11.5093915,0,4.6
1448,Switzerland,2018,10.3,76.61632,11.26492075,0,4.753
1449,Switzerland,2019,10,76.61864,11.35490376,0,4.416
1450,Switzerland,2020,9.9,76.61864,12.12645459,0,5.015
1451,Switzerland,2021,10.3,76.61864,11.94382258,0,5.106
1452,Switzerland,2022,9.4,76.61864,11.3731562,0,3.879
1453,Switzerland,2023,9.4,76.61864,11.37807415,0,3.75
1454,Syrian Arab Republic,2015,20.233,42.96399,16.72353037,0,0
1455,Syrian Arab Republic,2016,18.874,41.37479,16.72889424,0,0
1456,Syrian Arab Republic,2017,18.568,41.44563,16.4912084,0,0
1457,Syrian Arab Republic,2018,18.155,41.47442,15.96326334,0,0
1458,Syrian Arab Republic,2019,18.883,41.96812,15.36993423,0,0
1459,Syrian Arab Republic,2020,19.67,41.96812,10.68126554,0,0
1460,Syrian Arab Republic,2021,20.111,41.96812,6.834958527,0,0
1461,Syrian Arab Republic,2022,20.531,41.96812,2.723323585,0,0
1462,Syrian Arab Republic,2023,20.531,41.96812,2.723323585,0,0
1463,Tajikistan,2015,31.228,51.84299,11.55895311,0,0
1464,Tajikistan,2016,30.213,53.43689,11.75682557,23.88692,0
1465,Tajikistan,2017,28.932,54.34213,11.38648204,23.88692,0
1466,Tajikistan,2018,28.688,55.38718,11.22106638,19.33825,0
1467,Tajikistan,2019,28.267,61.26761,11.15449666,19.33825,0
1468,Tajikistan,2020,27.53,61.26761,11.56800459,17.06392,0
1469,Tajikistan,2021,26.749,61.26761,10.88425279,17.06392,0
1470,Tajikistan,2022,26.025,61.26761,10.13507167,17.06392,0
1471,Tajikistan,2023,26.025,61.26761,10.13507167,17.06392,0
1472,Tanzania,2015,38.741,49.69225,9.927294047,0,0
1473,Tanzania,2016,38.379,53.86676,9.066506338,47.26693,0
1474,Tanzania,2017,38.058,53.98306,8.503431674,47.26693,0
1475,Tanzania,2018,37.525,54.28952,8.112586425,43.0093,0
1476,Tanzania,2019,37.113,54.46329,7.782412279,43.0093,0
1477,Tanzania,2020,36.651,54.46329,7.699584239,40.88048,0.278
1478,Tanzania,2021,36.21,54.46329,8.005081985,40.88048,0.278
1479,Tanzania,2022,35.811,54.46329,8.301752181,40.88048,0.278
1480,Tanzania,2023,35.811,54.46329,8.759629985,40.88048,0.278
1481,Thailand,2015,10.607,71.94455,17.12115127,0,0.878
1482,Thailand,2016,10.26,72.79843,16.86518276,8.86794,0.948
1483,Thailand,2017,9.98,78.45338,16.29840379,8.86794,1.227
1484,Thailand,2018,9.662,79.51709,16.17396643,7.83138,1.093
1485,Thailand,2019,9.377,80.09233,16.16935204,7.83138,0.998
1486,Thailand,2020,9.182,80.09233,17.79488741,6.79482,1.387
1487,Thailand,2021,8.999,80.09233,18.23131645,6.79482,1.503
1488,Thailand,2022,8.806,80.09233,17.72257591,6.79482,1.153
1489,Thailand,2023,8.806,80.09233,16.644597,6.79482,0.816
1490,Timor-Leste,2016,27.018,38.17997,55.60806981,37.9,7.01
1491,Timor-Leste,2021,24.944,39.36487,28.1955062,33.9,2.426
1492,Timor-Leste,2023,24.611,39.36487,52.9169651,33.9,3.091
1493,Togo,2015,34.392,46.92875,13.01343869,0,1.878
1494,Togo,2016,34.099,48.10323,15.48080638,43.32551,1.878
1495,Togo,2017,33.656,48.7524,13.97880773,43.32551,14.275
1496,Togo,2018,33.186,55.26888,13.20254072,40.08219,14.275
1497,Togo,2019,32.756,62.28934,13.24546631,40.08219,6.129
1498,Togo,2020,32.302,62.28934,13.22573072,38.5,6.129
1499,Togo,2021,31.856,62.28934,12.75823979,38.5,6.129
1500,Togo,2022,31.48,62.28934,12.92694558,38.5,5.587
1501,Togo,2023,31.48,62.28934,12.58113863,38.5,5.587
1502,Tonga,2015,25.171,61.32947,21.29255503,0,0
1503,Tonga,2018,23.625,61.65064,19.18356797,0,2.169
1504,Tonga,2019,23.424,61.38921,21.06833607,0,2.169
1505,Tonga,2021,23.045,61.38921,28.58885449,0,2.121
1506,Tonga,2022,22.894,61.38921,29.95795933,0,2.121
1507,Tonga,2023,22.894,61.38921,29.95795933,0,2.121
1508,Trinidad and Tobago,2015,13.604,61.41725,0,0,2.492
1509,Trinidad and Tobago,2016,13.292,61.34535,0,7.5,3.2
1510,Trinidad and Tobago,2017,12.909,61.15191,0,7.5,3.2
1511,Trinidad and Tobago,2018,12.557,61.03242,0,7.5,3.2
1512,Trinidad and Tobago,2019,12.359,61.29128,0,7.5,2.929
1513,Trinidad and Tobago,2020,11.946,61.29128,0,7.5,3.145
1514,Trinidad and Tobago,2021,11.687,61.29128,0,7.5,4.034
1515,Trinidad and Tobago,2022,11.382,61.29128,0,7.5,4.448
1516,Trinidad and Tobago,2023,11.382,61.29128,0,7.5,3.577
1517,Tunisia,2015,19.119,64.56559,17.9055747,0,16.326
1518,Tunisia,2016,18.78,65.54085,18.71925732,8.64346,16.536
1519,Tunisia,2017,18.399,65.29842,19.12431442,8.64346,15.625
1520,Tunisia,2018,17.737,67.22278,18.38820026,8.14324,15.625
1521,Tunisia,2019,17.215,68.65706,18.8168917,8.14324,18.443
1522,Tunisia,2020,16.628,68.65706,21.63560306,7.64301,18.443
1523,Tunisia,2021,16.093,68.65706,20.92261309,7.64301,18.443
1524,Tunisia,2022,15.6,68.65706,20.60459904,7.64301,13.325
1525,Tunisia,2023,15.6,68.65706,19.74510634,7.64301,12.566
1526,Turkiye,2015,17.939,69.14468,13.80517246,0,11.292
1527,Turkiye,2016,17.739,69.37882,14.73321297,14.12611,12.445
1528,Turkiye,2017,17.368,70.9145,14.38025542,14.12611,12.461
1529,Turkiye,2018,16.481,75.25248,14.50889193,14.12611,12.145
1530,Turkiye,2019,15.594,76.79104,15.27094868,14.12611,15.628
1531,Turkiye,2020,15.033,76.79104,14.99351188,14.12611,14.959
1532,Turkiye,2021,14.678,76.79104,12.94541377,14.12611,13.486
1533,Turkiye,2022,14.468,76.79104,11.65321283,14.12611,12.083
1534,Turkiye,2023,14.468,76.79104,13.09785512,14.12611,11.253
1535,Turkmenistan,2015,26.071,0,8.46455279,0,0
1536,Turkmenistan,2016,25.424,0,8.596841847,9.00675,0
1537,Turkmenistan,2017,24.648,0,9.370056199,9.00675,0
1538,Turkmenistan,2018,23.845,0,10.0238998,8.75663,0
1539,Turkmenistan,2019,23.055,0,9.702176041,8.75663,0
1540,Turkmenistan,2020,22.294,0,10.02039124,8.5065,0
1541,Turkmenistan,2021,21.592,0,10.16706089,8.5065,0
1542,Turkmenistan,2022,20.755,0,9.409792541,8.5065,0
1543,Turkmenistan,2023,20.755,0,9.409792541,8.5065,0
1544,Tuvalu,2021,23.484,0,0,0,27.283
1545,Uganda,2015,39.422,56.6304,8.95453399,0,0
1546,Uganda,2016,38.709,57.28983,7.351946844,59.38995,0
1547,Uganda,2017,38.343,57.87464,8.00943503,59.38995,4.834
1548,Uganda,2018,38.062,58.38634,8.63607273,56.70105,4.834
1549,Uganda,2019,37.667,59.9818,8.774561312,56.70105,6.304
1550,Uganda,2020,37.252,59.9818,9.511414465,54.01214,6.304
1551,Uganda,2021,36.795,59.9818,9.931596127,54.01214,5.54
1552,Uganda,2022,36.215,59.9818,9.787266804,54.01214,5.54
1553,Uganda,2023,36.215,59.9818,9.566160588,54.01214,5.54
1554,Ukraine,2015,10.7,64.18277,18.92414752,0,10.05
1555,Ukraine,2016,10.3,65.41773,18.60204321,1.1,10.74
1556,Ukraine,2017,9.4,68.08579,20.68346355,1.1,17.86
1557,Ukraine,2018,8.7,69.07387,20.77174914,1.1,9.868
1558,Ukraine,2019,8.1,70.2106,18.78053343,1.1,9.164
1559,Ukraine,2020,7.8,70.2106,19.29509671,1.1,10.729
1560,Ukraine,2021,7.3,70.2106,17.74217191,1.1,10.143
1561,Ukraine,2022,7.659,70.2106,39.83635401,1.1,10.143
1562,Ukraine,2023,7.659,70.2106,41.68400041,1.1,10.143
1563,United Arab Emirates,2015,11.478,76.28546,12.0210761,0,0
1564,United Arab Emirates,2016,10.993,77.43435,12.11229326,0,0
1565,United Arab Emirates,2017,10.62,79.30036,13.04577655,0,3.969
1566,United Arab Emirates,2018,10.049,81.58883,12.50998145,0,3.394
1567,United Arab Emirates,2019,9.75,80.75261,13.08752958,0,3.394
1568,United Arab Emirates,2020,10.62,80.75261,15.17956454,0,3.394
1569,United Arab Emirates,2021,10.307,80.75261,14.61089352,0,5.471
1570,United Arab Emirates,2022,9.888,80.75261,12.64752077,0,1.025
1571,United Arab Emirates,2023,9.888,80.75261,12.41920153,0,2.786
1572,United Kingdom,2015,11.9,83.33719,19.54853007,0,5.709
1573,United Kingdom,2016,11.8,83.34108,19.21828438,0,5.082
1574,United Kingdom,2017,11.4,83.21535,18.65932094,0,4.529
1575,United Kingdom,2018,11,83.55123,18.54129342,0,4.176
1576,United Kingdom,2019,10.7,83.54968,19.09610949,0,3.704
1577,United Kingdom,2020,10.1,83.54968,22.61094203,0,4.607
1578,United Kingdom,2021,10.1,83.54968,22.25938567,0,5.015
1579,United Kingdom,2022,10,83.54968,20.82750824,0,4.48
1580,United Kingdom,2023,10,83.54968,20.48051694,0,4.836
1581,United States,2015,12.4,83.59247,14.23331673,0,7.087
1582,United States,2016,12.2,83.58991,14.11000412,0,6.471
1583,United States,2017,11.8,83.59008,13.84713377,0,5.766
1584,United States,2018,11.6,83.57395,13.84421264,0,5.172
1585,United States,2019,11.4,83.99668,13.98355857,0,4.84
1586,United States,2020,10.9,83.99668,14.89574487,0,10.457
1587,United States,2021,11,83.99668,14.2530325,0,7.076
1588,United States,2022,11,83.99668,13.71379503,0,4.96
1589,United States,2023,11,83.99668,13.43383389,0,4.888
1590,Uruguay,2015,14.216,60.1749,13.83581,0,5.42
1591,Uruguay,2016,13.64,60.68692,13.83581,0,5.216
1592,Uruguay,2017,12.579,61.031,13.83581,0,5.79
1593,Uruguay,2018,11.605,61.36826,13.83581,0,6.175
1594,Uruguay,2019,10.822,61.53994,13.83581,0,6.275
1595,Uruguay,2020,10.339,61.53994,13.83581,0,6.275
1596,Uruguay,2021,10.473,61.53994,13.83581,0,6.275
1597,Uruguay,2022,10.419,61.53994,13.83581,0,7.499
1598,Uruguay,2023,10.419,61.53994,13.83581,0,8.53
1599,Uzbekistan,2015,23.5,61.6759,13.61688216,0,0
1600,Uzbekistan,2016,22.8,62.09399,14.13997058,0,0
1601,Uzbekistan,2017,22.1,66.61398,11.29740601,0,0
1602,Uzbekistan,2018,23.3,67.75199,12.10117108,0,0
1603,Uzbekistan,2019,24.3,69.87898,14.46938731,0,0
1604,Uzbekistan,2020,24.6,69.87898,14.64228183,0,6.222
1605,Uzbekistan,2021,25.9,69.87898,14.92596407,0,6.222
1606,Uzbekistan,2022,26.2,69.87898,14.97743374,0,6.222
1607,Uzbekistan,2023,26.2,69.87898,14.44365184,0,6.222
1608,Vanuatu,2023,28.968,61.05191,20.57422057,0,5.027
1609,"Venezuela, RB",2015,19.201,34.12824,0,0,0
1610,"Venezuela, RB",2016,18.898,31.12013,0,0,5.595
1611,"Venezuela, RB",2017,18.502,30.03484,0,0,5.744
1612,"Venezuela, RB",2018,17.832,32.14349,0,0,5.744
1613,"Venezuela, RB",2019,16.888,30.23634,0,0,5.744
1614,"Venezuela, RB",2020,16.213,30.23634,0,0,5.744
1615,"Venezuela, RB",2021,15.877,30.23634,0,0,5.744
1616,"Venezuela, RB",2022,15.573,30.23634,0,0,5.744
1617,"Venezuela, RB",2023,15.573,30.23634,0,0,5.744
1618,Viet Nam,2015,16.787,62.60371,10.65491271,0,2.618
1619,Viet Nam,2016,16.438,65.28861,10.39837667,5.76598,2.659
1620,Viet Nam,2017,16.1,66.9796,10.13492728,5.76598,2.78
1621,Viet Nam,2018,15.873,68.56869,9.745889133,5.76598,1.758
1622,Viet Nam,2019,15.663,69.76594,9.578836368,5.76598,2.301
1623,Viet Nam,2020,15.4,69.76594,9.478813283,5.76598,2.461
1624,Viet Nam,2021,15.008,69.76594,9.585085546,5.76598,2.824
1625,Viet Nam,2022,14.689,69.76594,8.934138284,5.76598,1.788
1626,Viet Nam,2023,14.689,69.76594,8.852103341,5.76598,1.924
1627,West Bank and Gaza,2015,32.726,54.17414,25.01001975,0,20.949
1628,West Bank and Gaza,2016,31.921,55.48372,23.53265738,19.53763,22.162
1629,West Bank and Gaza,2017,30.973,59.27638,20.75086806,19.53763,24.754
1630,West Bank and Gaza,2018,30.126,59.66608,21.99107922,19.5,24.797
1631,West Bank and Gaza,2019,29.466,59.97873,20.66011031,19.5,25.414
1632,West Bank and Gaza,2020,28.8,59.97873,23.43336531,19.5,25.087
1633,West Bank and Gaza,2021,28.236,59.97873,23.79921586,19.5,26.56
1634,West Bank and Gaza,2022,27.69,59.97873,20.48994287,19.5,24.009
1635,West Bank and Gaza,2023,27.69,59.97873,20.27576231,19.5,24.009
1636,"Yemen, Rep.",2015,33.933,38.4318,10.79549839,0,0
1637,"Yemen, Rep.",2016,33.348,31.20833,8.79580013,44.2,0
1638,"Yemen, Rep.",2017,32.713,31.26677,6.106126962,44.2,0
1639,"Yemen, Rep.",2018,32.305,30.67289,9.144462688,44.2,0
1640,"Yemen, Rep.",2019,31.778,31.76299,9.144462688,44.2,0
1641,"Yemen, Rep.",2020,31.252,31.76299,9.144462688,44.2,0
1642,"Yemen, Rep.",2021,30.544,31.76299,9.144462688,44.2,0
1643,"Yemen, Rep.",2022,29.919,31.76299,9.144462688,44.2,0
1644,"Yemen, Rep.",2023,29.919,31.76299,9.144462688,44.2,0
1645,Zambia,2015,37.832,60.45046,14.78060738,0,4.744
1646,Zambia,2016,37.242,60.25434,16.0718742,51.36341,4.744
1647,Zambia,2017,36.601,64.23311,13.72079524,51.36341,9.659
1648,Zambia,2018,36.04,65.7117,12.70865194,49.81077,11.74
1649,Zambia,2019,35.462,66.93648,17.68425638,49.81077,10.359
1650,Zambia,2020,34.953,66.93648,14.68964171,48.25813,11.057
1651,Zambia,2021,34.511,66.93648,11.5310478,48.25813,9.502
1652,Zambia,2022,34.127,66.93648,14.45282902,48.25813,11.044
1653,Zambia,2023,34.127,66.93648,13.31278271,48.25813,11.342
1654,Zimbabwe,2015,33.96,47.80355,18.87751257,0,0
1655,Zimbabwe,2016,33.171,47.79435,18.12393762,22.75892,0
1656,Zimbabwe,2017,32.516,48.58986,7.454272348,22.75892,0
1657,Zimbabwe,2018,32.074,50.50998,10.37430634,22.16356,0
1658,Zimbabwe,2019,31.518,54.46935,7.339160848,22.16356,9.125
1659,Zimbabwe,2020,31.009,54.46935,8.867854392,21.56821,9.125
1660,Zimbabwe,2021,30.537,54.46935,14.91590377,21.56821,11.589
1661,Zimbabwe,2022,30.086,54.46935,16.64619081,21.56821,12.427
1662,Zimbabwe,2023,30.086,54.46935,15.08923343,21.56821,11.282
