index,country,iso3Code,year,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Armed forces (% labor force),government  consumption exp (% of GDP),"Population, total",Population density,immigration_100k
1163,Pakistan,PAK,2020,6.127,1.250398009,11.78880055,235001746,304.8486742,2.6489164893268495
1164,Pakistan,PAK,2021,6.338,1.250398009,10.92956768,239477801,310.6550968,3.5389501509578336
1165,Pakistan,PAK,2022,5.485,1.250398009,10.49188522,243700667,316.1330778,4.7599377313152775
1166,Pakistan,PAK,2023,5.408,1.250398009,10.30674826,247504495,316.1330778,4.789811999171975
1167,Palau,PLW,2018,0,0,32.77564334,17814,38.72608696,0
1168,Palau,PLW,2019,0,0,33.77721225,17798,38.69130435,0
1169,Palau,PLW,2022,0,0,36.34192021,17759,38.60652174,0
1170,Palau,PLW,2023,0,0,36.34192021,17727,38.60652174,0
1171,Panama,PAN,2015,4.335,1.17652269,9.860272771,3960035,53.42734754,0.7575690618896046
1172,Panama,PAN,2016,4.717,1.142792581,10.51224804,4029086,54.35895845,0.4963904965046663
1173,Panama,PAN,2017,5.338,1.325885258,10.90105261,4098707,55.29825958,0.8539278362664129
1174,Panama,PAN,2018,5.161,1.266005844,10.97970477,4167860,56.18576436,0.8397594928812389
1175,Panama,PAN,2019,6.256,1.317412714,11.12484455,4234700,57.08681585,1.53493754
1176,Panama,PAN,2020,14.663,1.334335356,14.73763025,4293261,57.87626045,0.46584635781518985
1177,Panama,PAN,2021,10.177,1.334335356,13.74370861,4345405,58.57919925,2.7615377623029382
1178,Panama,PAN,2022,8.086,1.334335356,12.79287898,4400773,59.32559989,1.3633968396006793
1179,Panama,PAN,2023,6.544,1.334335356,12.18781625,4458759,59.32559989,1.2335270867970212
1180,Papua New Guinea,PNG,2015,2.503,0.068520915,0,8743246,19.30673056,0.057186998970405266
1181,Papua New Guinea,PNG,2016,2.472,0.125423129,0,8961718,19.7891578,0.055792873643201006
1182,Papua New Guinea,PNG,2017,2.569,0.134615818,0,9178714,20.26832575,0
1183,Papua New Guinea,PNG,2018,2.635,0.116929623,0,9394513,20.74485051,0
1184,Papua New Guinea,PNG,2021,3.003,0.122872916,0,10012896,22.1103564,0
1185,Papua New Guinea,PNG,2022,2.689,0.122872916,0,10203169,22.53051495,0
1186,Papua New Guinea,PNG,2023,2.661,0.122872916,0,10389635,22.53051495,0
1187,Paraguay,PRY,2015,4.556,0.870935563,11.80317505,6159103,15.50239869,0.2435419573272277
1188,Paraguay,PRY,2016,5.255,0.830039539,11.36299067,6249126,15.72898565,0.4000559438231842
1189,Paraguay,PRY,2017,6.138,0.852352635,11.10767878,6338660,15.95434181,0.7888102532711961
1190,Paraguay,PRY,2018,6.217,0.888593953,11.5202343,6427382,16.17765417,0.7779217105813844
1191,Paraguay,PRY,2019,6.595,0.869678915,11.94626871,6515058,16.39833375,1.381415176963889
1192,Paraguay,PRY,2020,7.548,0.883789054,12.64447284,6603739,16.62154291,0.227144047
1193,Paraguay,PRY,2021,7.311,0.883789054,12.01363169,6684182,16.82401712,0.29921387538520045
1194,Paraguay,PRY,2022,6.755,0.883789054,11.85912696,6760464,17.07135966,0.4437565232208914
1195,Paraguay,PRY,2023,5.794,0.883789054,12.01834975,6844146,17.07135966,0.5113859347828056
1196,Peru,PER,2015,3.272,0.942774259,12.96557338,30457600,23.795,1.8057890313090985
1197,Peru,PER,2016,3.741,0.932723922,13.1636888,30866494,24.11444844,1.4416927299874096
1198,Peru,PER,2017,3.691,0.895470991,13.2122752,31324637,24.47237266,1.3407976603208522
1199,Peru,PER,2018,3.492,0.871766416,13.07744249,31897584,24.9199875,1.7242685214027496
1200,Peru,PER,2019,3.379,0.84947529,13.24437259,32449303,25.35101797,1.5562737973139207
1201,Peru,PER,2020,7.179,0.937060216,15.81810304,32838579,25.65513984,0.7765256834042666
1202,Peru,PER,2021,5.097,0.937060216,13.74826385,33155882,25.90303281,2.0358378643041375
1203,Peru,PER,2022,3.85,0.937060216,13.37195833,33475438,26.15268594,1.9865311396373664
1204,Peru,PER,2023,4.899,0.937060216,13.67366698,33845617,26.15268594,2.2159442388064607
1205,Philippines,PHL,2015,3.068,0.385093436,10.91164166,105312992,353.1978133,48.27989313987015
1206,Philippines,PHL,2016,2.695,0.375373358,11.2579676,106735719,357.969343,39.20899244609951
1207,Philippines,PHL,2017,2.552,0.353622358,11.32336631,108119693,362.6109032,37.82844629
1208,Philippines,PHL,2018,2.338,0.348195123,12.04278365,109465287,367.1237448,32.01471531335774
1209,Philippines,PHL,2019,2.237,0.34240545,12.46775443,110804683,371.6157997,25.09821719358197
1210,Philippines,PHL,2020,2.522,0.36912213,15.26145459,112081264,375.8971862,9.787541296821919
1211,Philippines,PHL,2021,3.398,0.36912213,15.57919471,113100950,379.3170004,15.932669000569843
1212,Philippines,PHL,2022,2.598,0.36912213,15.04367422,113964338,382.2126237,19.392031215940552
1213,Philippines,PHL,2023,2.222,0.36912213,14.24917813,114891199,382.2126237,23.470030981224244
1214,Poland,POL,2015,7.475,0.941785187,17.90503127,37986412,124.0615696,2.566707274169511
1215,Poland,POL,2016,6.141,0.970320591,17.8215503,37970087,124.008253,2.633652116730731
1216,Poland,POL,2017,4.867,1.034711202,17.56684074,37974826,124.0237304,2.6201568375849833
1217,Poland,POL,2018,3.835,1.067130367,17.46965315,37974750,124.0315838,2.3963291397573387
1218,Poland,POL,2019,3.267,1.028204912,17.81830817,37965475,124.0255954,2.396914565141092
1219,Poland,POL,2020,3.155,1.03218692,18.83716216,37899070,123.8005749,1.1082066129854902
1220,Poland,POL,2021,3.268,1.03218692,18.52315107,36981559,120.8152859,1.8252340308314208
1221,Poland,POL,2022,2.811,1.03218692,18.11912863,36821749,120.2971316,1.3850509925533414
1222,Poland,POL,2023,2.743,1.03218692,18.99321204,36687353,120.2971316,1.458268193946835
1223,Portugal,PRT,2015,12.447,1.416408515,17.88256958,10358076,113.0725196,8.013071153368637
1224,Portugal,PRT,2016,11.068,1.438698598,17.5981689,10325452,112.7163842,8.328933203117888
1225,Portugal,PRT,2017,8.869,0.996759764,17.22324424,10300300,112.4418158,7.669679523897361
1226,Portugal,PRT,2018,6.994,0.998874378,16.99257122,10283822,112.261936,8.411269662193686
1227,Portugal,PRT,2019,6.464,0.990699994,16.98814389,10286263,112.2885828,8.263448056889077
1228,Portugal,PRT,2020,6.801,1.012033467,18.92242906,10297081,112.406676,5.438434445645324
1229,Portugal,PRT,2021,6.577,1.012033467,18.65580966,10361831,113.1135105,8.589215554664035
1230,Portugal,PRT,2022,6.011,1.012033467,17.44722609,10434332,113.9049578,8.385778792547525
1231,Portugal,PRT,2023,6.509,1.012033467,16.87684527,10578174,113.9049578,9.453427406280138
1232,Puerto Rico,PRI,2022,6,0,7.024739537,3220113,363.0341601,0
1233,Qatar,QAT,2015,0.17,0.670160969,20.22727947,2344557,204.0519582,0
1234,Qatar,QAT,2016,0.15,1.149765822,19.5437309,2477113,215.5885988,0
1235,Qatar,QAT,2017,0.14,1.144913824,17.61143004,2545820,221.5683203,0
1236,Qatar,QAT,2018,0.11,1.10648617,16.28098884,2580734,224.6069626,0
1237,Qatar,QAT,2019,0.1,1.11604312,18.46358929,2638657,229.6481288,0
1238,Qatar,QAT,2020,0.14,1.068427954,21.95535214,2794148,243.1808529,0.17894542450865164
1239,Qatar,QAT,2021,0.14,1.068427954,16.64894479,2504910,218.0078329,0
1240,Qatar,QAT,2022,0.13,1.068427954,12.87673821,2657333,231.2735422,0
1241,Qatar,QAT,2023,0.13,1.068427954,12.87673821,2656032,231.2735422,0
1242,Romania,ROU,2015,6.812,1.75219817,13.94139291,19815616,86.12489569,5.929666784015193
1243,Romania,ROU,2016,5.901,1.760709438,15.30894098,19702267,85.63224531,6.928136746903288
1244,Romania,ROU,2017,4.927,1.471953847,15.69755358,19588715,85.13871262,5.002880485013948
1245,Romania,ROU,2018,4.187,1.490212798,16.78121935,19473970,84.63999478,4.133723118603962
1246,Romania,ROU,2019,3.912,1.487785283,17.56188844,19371648,84.19527121,3.458662887122458
1247,Romania,ROU,2020,5.035,1.522049925,18.90679146,19265250,83.73283206,1.7129287188071787
1248,Romania,ROU,2021,5.59,1.522049925,17.8253216,19122059,83.11047896,3.190033039852037
1249,Romania,ROU,2022,5.614,1.522049925,16.73578754,19048502,82.79077712,2.519883191
1250,Romania,ROU,2023,5.589,1.522049925,17.13875008,19059479,82.79077712,2.439730907649679
1251,Russian Federation,RUS,2015,5.615,1.974444304,17.76538922,144640716,8.832012222,1.465700709
1252,Russian Federation,RUS,2016,5.591,1.924897898,18.46591938,145015460,8.854894739,1.6549959569827934
1253,Russian Federation,RUS,2017,5.238,1.939121067,18.21680865,145293260,8.871857687,1.5726813480542732
1254,Russian Federation,RUS,2018,4.871,1.941951931,17.71037832,145398106,8.878259765,1.4683822635213695
1255,Russian Federation,RUS,2019,4.513,1.966188216,18.10136641,145453291,8.881629457,1.5572009298847695
1256,Russian Federation,RUS,2020,5.62,1.979579912,19.97100079,145245148,8.868919885,0.9570027082763549
1257,Russian Federation,RUS,2021,4.749,1.979579912,17.11891786,144746762,8.838487574,1.3817234820078395
1258,Russian Federation,RUS,2022,3.867,1.979579912,17.17706823,144236933,8.807356534,1.126618520098455
1259,Russian Federation,RUS,2023,3.076,1.979579912,18.47308268,143826130,8.807356534,1.2306525942121922
1260,Rwanda,RWA,2015,11.838,0.841890752,13.84978799,11640022,471.8290231,3.0498224144249897
1261,Rwanda,RWA,2016,11.801,0.819474651,15.06789951,11919183,483.1448318,3.0622904271207183
1262,Rwanda,RWA,2017,11.875,0.797518669,15.00748324,12202060,494.6112687,2.8273914404616924
1263,Rwanda,RWA,2018,10.759,0.775239987,14.74766018,12487996,506.2017025,3.643498924887548
1264,Rwanda,RWA,2019,11.236,0.776771082,15.81655879,12776103,517.8801378,4.265776504776143
1265,Rwanda,RWA,2020,11.829,0.702629944,16.38345388,13065837,529.6245237,2.2577964197777765
1266,Rwanda,RWA,2021,15.775,0.702629944,16.9578848,13355260,541.3563032,5.316257414681556
1267,Rwanda,RWA,2022,15.084,0.702629944,17.03281782,13651030,553.3453587,7.545218199652334
1268,Rwanda,RWA,2023,12.352,0.702629944,16.55205961,13954471,553.3453587,7.273654443797977
1269,Samoa,WSM,2015,8.9,0,15.19436205,201782,71.30106007,0
1270,San Marino,SMR,2017,0,0,19.86710885,33825,563.75,0
1271,San Marino,SMR,2020,0,0,21.61980928,34770,579.5,0
1272,San Marino,SMR,2021,0,0,18.4723389,34252,570.8666667,0
1273,Sao Tome and Principe,STP,2022,8.992,0,0,226305,235.734375,0
1274,Sao Tome and Principe,STP,2023,9.071,0,0,230871,235.734375,0
1275,Saudi Arabia,SAU,2015,5.6,1.884033999,29.32163504,29816382,13.87008452,0.5198484510964476
1276,Saudi Arabia,SAU,2016,5.6,1.783145791,25.01029029,30954198,14.39937758,0.5491985287423696
1277,Saudi Arabia,SAU,2017,5.89,1.842799007,23.53315456,30977355,14.41014984,0.6779145604910426
1278,Saudi Arabia,SAU,2018,6.029,1.889386752,23.60057946,30196281,14.04680721,1.026616489626653
1279,Saudi Arabia,SAU,2019,5.636,1.844562793,23.40408279,30063799,13.98517879,1.0311404756265168
1280,Saudi Arabia,SAU,2020,7.66,1.921870381,27.95820763,31552510,14.67770237,0.5704775943340166
1281,Saudi Arabia,SAU,2021,6.621,1.921870381,23.80438579,30784383,14.32038247,1.331844137
1282,Saudi Arabia,SAU,2022,5.589,1.921870381,20.82961784,32175224,14.96737855,0.9013146264343024
1283,Saudi Arabia,SAU,2023,4.008,1.921870381,23.33098369,33264292,14.96737855,0.7064632549521872
1284,Senegal,SEN,2015,6.757,0.486171556,14.29927726,14593331,75.79769906,4.419827111
1285,Senegal,SEN,2016,4.455,0.42632458,14.03128101,15034521,78.08923804,3.9575587409801747
1286,Senegal,SEN,2017,4.078,0.458243082,13.63397157,15475002,80.37709448,3.3279478736093218
1287,Senegal,SEN,2018,3.455,0.412046558,13.78463079,15914498,82.65983483,3.7701471953435166
1288,Senegal,SEN,2019,2.863,0.387402645,14.00764797,16352922,84.93700722,2.935255240623052
1289,Senegal,SEN,2020,3.437,0.37758234,14.28023956,16789219,87.20313198,1.6379558810925035
1290,Senegal,SEN,2021,3.44,0.37758234,15.16247269,17220867,89.44510985,3.9196632782774525
1291,Senegal,SEN,2022,2.837,0.37758234,14.90575936,17651103,91.6797538,5.693695175876544
1292,Senegal,SEN,2023,2.8,0.37758234,13.77278862,18077573,91.6797538,5.17215447
1293,Serbia,SRB,2015,17.66,0.904219832,18.25775335,7095383,81.12717814,8.597139858412154
1294,Serbia,SRB,2016,15.257,0.994374059,17.48769633,7058322,80.70343014,6.800483174329536
1295,Serbia,SRB,2017,13.477,0.993025547,17.51313156,7020858,80.27507432,5.270011158180382
1296,Serbia,SRB,2018,12.733,0.995248193,17.99564137,6982604,79.8376858,7.089045863
1297,Serbia,SRB,2019,10.395,0.993906731,18.36521441,6945235,79.41041619,7.847106685374937
1298,Serbia,SRB,2020,9.011,1.013574936,19.38370211,6899126,82.04454751,2.898917920907663
1299,Serbia,SRB,2021,9.843,1.013574936,18.76484027,6834326,81.27394458,5.779648205250964
1300,Serbia,SRB,2022,8.439,1.013574936,18.35613763,6664449,79.25376382,5.3267719506893965
1301,Serbia,SRB,2023,8.268,1.013574936,17.12705968,6623183,79.25376382,4.227574566
1302,Seychelles,SYC,2015,0,0,22.29028621,93419,203.0847826,0
1303,Seychelles,SYC,2016,0,0,22.36441103,94677,205.8195652,0
1304,Seychelles,SYC,2017,0,0,21.5958432,95843,208.3543478,0
1305,Seychelles,SYC,2018,0,0,22.88954083,96762,210.3521739,0
1306,Seychelles,SYC,2019,0,0,22.18413442,97625,212.2282609,0
1307,Seychelles,SYC,2020,0,0,26.37676446,98462,214.0478261,0
1308,Seychelles,SYC,2021,0,0,25.84512336,99258,215.7782609,0
1309,Seychelles,SYC,2022,0,0,19.59030432,119878,260.6043478,0
1310,Seychelles,SYC,2023,0,0,21.33845467,119773,260.6043478,0
1311,Sierra Leone,SLE,2015,4.606,0.369516859,6.498274107,7037655,97.5014547,1.1367422813422936
1312,Sierra Leone,SLE,2016,4.294,0.363371006,7.564053509,7205328,99.8244389,1.0408964033282038
1313,Sierra Leone,SLE,2017,3.834,0.378238033,6.689820928,7379299,102.2346772,0.40654268108664526
1314,Sierra Leone,SLE,2018,3.192,0.351377316,6.513142167,7554563,104.662829,0.7280368169542037
1315,Sierra Leone,SLE,2019,3.203,0.361928936,7.02931052,7731991,107.1209615,0.4526647793563133
1316,Sierra Leone,SLE,2020,3.508,0.354746908,7.756376033,7912558,109.6225824,0.31595345019903803
1317,Sierra Leone,SLE,2021,3.556,0.354746908,8.073652314,8094602,112.1446661,0.49415647613063624
1318,Sierra Leone,SLE,2022,3.175,0.354746908,6.685699913,8276807,114.6689803,0.48327815303655147
1319,Sierra Leone,SLE,2023,3.153,0.354746908,5.503790109,8460512,114.6689803,1.1228634862760078
1320,Singapore,SGP,2015,3.79,4.392334246,10.19090832,5535002,7806.77292,4.69737861
1321,Singapore,SGP,2016,4.08,4.34559108,10.25761381,5607283,7908.720733,4.6368267840235635
1322,Singapore,SGP,2017,4.2,2.390433309,10.19034523,5612253,7882.377809,5.701809950477998
1323,Singapore,SGP,2018,3.613,1.740271294,9.970696465,5638676,7897.305322,6.207130893848131
1324,Singapore,SGP,2019,3.1,1.708104609,10.24898406,5703569,7965.878492,5.522857705412172
1325,Singapore,SGP,2020,4.1,1.719518546,12.23476464,5685807,7918.951253,3.0778392583497824
1326,Singapore,SGP,2021,4.64,1.719518546,10.60417011,5453566,7595.495822,4.309107105332547
1327,Singapore,SGP,2022,3.591,1.719518546,9.446424372,5637022,7851.005571,5.321959006014168
1328,Singapore,SGP,2023,3.444,1.719518546,10.22672944,5917648,7851.005571,4.647116557118639
1329,Slovak Republic,SVK,2015,11.492,0.578875112,18.49161594,5423801,112.8031488,3.779637195391203
1330,Slovak Republic,SVK,2016,9.679,0.574934245,18.79781587,5430798,112.9533694,5.155780052949861
1331,Slovak Republic,SVK,2017,8.142,0.581531011,18.83244153,5439232,113.1287854,4.872011342777804
1332,Slovak Republic,SVK,2018,6.544,0.577862507,18.5660493,5446771,113.2855865,5.691445445384063
1333,Slovak Republic,SVK,2019,5.761,0.584959307,19.55946073,5454147,113.4389975,7.0588489822514875
1334,Slovak Republic,SVK,2020,6.719,0.665248456,20.75604537,5458827,113.5363353,5.495686161147807
1335,Slovak Republic,SVK,2021,6.894,0.665248456,20.78261819,5447247,113.2954867,5.140211193
1336,Slovak Republic,SVK,2022,6.143,0.665248456,20.49312441,5431752,112.9732113,3.4058992384041096
1337,Slovak Republic,SVK,2023,5.84,0.665248456,20.09876806,5426740,112.9732113,2.8562267586064563
1338,Slovenia,SVN,2015,8.962,1.304033415,18.99856785,2063531,102.4461092,1.2115156011710027
1339,Slovenia,SVN,2016,8,1.321681178,19.24015489,2065042,102.5241783,0.7263774780367663
1340,Slovenia,SVN,2017,6.564,0.680761675,18.61972082,2066388,102.6108719,1.4518086632326552
1341,Slovenia,SVN,2018,5.108,0.69843166,18.41303045,2073894,102.9922926,0.7232770816637688
1342,Slovenia,SVN,2019,4.446,0.67628799,18.46960119,2088385,103.7119346,1.197097278519047
1343,Slovenia,SVN,2020,4.971,0.67866613,20.74473447,2102419,104.4088814,0
1344,Slovenia,SVN,2021,4.744,0.67866613,20.85045616,2108079,104.6899644,0.4743655242521746
1345,Slovenia,SVN,2022,4.011,0.67866613,19.52109139,2112076,104.8884607,0
1346,Slovenia,SVN,2023,3.652,0.67866613,19.22685657,2120461,104.8884607,1.6505844719615215
1347,Solomon Islands,SLB,2015,0.735,0,29.56519219,639415,22.84440872,0
1348,Solomon Islands,SLB,2016,0.734,0,29.08321477,662379,23.66484459,0
1349,Solomon Islands,SLB,2017,0.725,0,25.97991857,685672,24.49703466,0
1350,Solomon Islands,SLB,2018,0.72,0,26.83251473,709101,25.3340836,0
1351,Solomon Islands,SLB,2019,0.743,0,27.6258123,728147,26.01454091,0
1352,Solomon Islands,SLB,2021,0.884,0,26.57872786,762591,27.24512326,0
1353,Solomon Islands,SLB,2022,1.483,0,29.18861795,781066,27.90518042,1.2803015366179042
1354,Solomon Islands,SLB,2023,1.455,0,29.18861795,800005,27.90518042,0.6249960937744139
1355,Somalia,SOM,2015,18.597,0.800785255,5.321989044,13806963,22.00874008,8.546412415242946
1356,Somalia,SOM,2016,18.578,0.769955856,5.907657656,14348740,22.87234992,9.164567759956624
1357,Somalia,SOM,2017,18.523,0.747251516,6.374818741,14916629,23.77758313,9.419018197744276
1358,Somalia,SOM,2018,18.738,0.713106978,6.284314453,15452487,24.6317579,13.816546165028322
1359,Somalia,SOM,2019,18.828,0.693529852,6.108253916,16030971,25.55387987,20.49158469564944
1360,Somalia,SOM,2020,19.413,0.470927303,6.896256004,16651191,26.54253037,6.0656321821063734
1361,Somalia,SOM,2021,19.662,0.470927303,7.132762929,17271431,27.53121274,12.10090814131151
1362,Somalia,SOM,2022,19.05,0.470927303,7.436548634,17801897,28.37679249,16.515093868928687
1363,Somalia,SOM,2023,18.941,0.470927303,7.312099561,18358615,28.37679249,28.21563609237407
1364,South Africa,ZAF,2015,25.149,0.350149533,18.98507133,56723537,46.75954546,1.6571604129693112
1365,South Africa,ZAF,2016,26.536,0.342181025,19.30756165,57259551,47.20140385,1.8686838812270812
1366,South Africa,ZAF,2017,27.035,0.329207811,19.23607713,57635162,47.51103545,2.6980057764043415
1367,South Africa,ZAF,2018,26.906,0.36471282,19.35222614,58613001,48.31710838,3.0965826165427015
1368,South Africa,ZAF,2019,28.468,0.356827136,19.58008004,59587885,49.12074537,3.0123572937686913
1369,South Africa,ZAF,2020,29.217,0.368013613,20.62033987,60562381,49.92406252,1.8493328391431638
1370,South Africa,ZAF,2021,34.007,0.368013613,19.17826638,61502603,50.6991262,2.6177753809867204
1371,South Africa,ZAF,2022,33.268,0.368013613,18.98927028,62378410,51.42108994,2.7894266622057216
1372,South Africa,ZAF,2023,32.098,0.368013613,19.3495644,63212384,51.42108994,3.2667649427681766
1373,South Sudan,SSD,2015,12.485,3.9658015,0,11107561,17.57720159,0.4501438254536707
1374,South Sudan,SSD,2016,12.955,4.104857133,0,10830102,17.13813555,0.6925142533283619
1375,South Sudan,SSD,2017,13.111,4.413999776,0,10259154,16.23463675,1.0722131668946582
1376,South Sudan,SSD,2018,12.952,4.46458953,0,10122977,16.01914294,1.7287404683424648
1377,South Sudan,SSD,2019,12.709,4.254114591,0,10423384,16.49452313,2.44642239
1378,South Sudan,SSD,2020,14.319,1.175173072,0,10698467,16.92982925,0.9347133565958561
1379,South Sudan,SSD,2021,14.029,1.175173072,0,10865780,17.19459434,1.3804807386124145
1380,South Sudan,SSD,2022,12.545,1.175173072,0,11021177,17.4405029,3.4025404001768598
1381,South Sudan,SSD,2023,12.477,1.175173072,0,11483374,17.4405029,2.830178656551637
1382,Spain,ESP,2015,22.057,0.863934152,19.35559538,46444832,92.95268592,1.5717572194038725
1383,Spain,ESP,2016,19.635,0.858144638,18.95541009,46484062,93.04926296,1.3875723683528345
1384,Spain,ESP,2017,17.224,0.850782883,18.54329484,46593236,93.27091015,1.448708134373839
1385,Spain,ESP,2018,15.255,0.85310686,18.58446426,46797754,93.66979208,1.5278511015720968
1386,Spain,ESP,2019,14.104,0.856379886,18.73862376,47134837,94.3508089,1.3896303492043474
1387,Spain,ESP,2020,15.532,0.868186324,21.81570544,47365655,94.81538375,0.8128252422562298
1388,Spain,ESP,2021,14.781,0.868186324,21.00513649,47415794,94.8822088,1.940281755062459
1389,Spain,ESP,2022,12.917,0.868186324,19.96412423,47759127,95.57298272,1.2248967616179418
1390,Spain,ESP,2023,12.179,0.868186324,19.46354727,48347910,95.57298272,1.3651055443761686
1391,Sri Lanka,LKA,2015,4.519,3.1290721,8.910656347,20970000,338.8105278,8.512160228898425
1392,Sri Lanka,LKA,2016,4.242,3.546634172,8.170284441,21209000,342.6720308,7.261068414352398
1393,Sri Lanka,LKA,2017,4.046,3.613512393,7.853227954,21444000,346.468906,10.026114530871107
1394,Sri Lanka,LKA,2018,4.318,3.719217172,8.609156897,21670000,350.284495,9.967697277341948
1395,Sri Lanka,LKA,2019,4.67,3.644865465,8.972548564,21803000,352.4316946,10.227950282071275
1396,Sri Lanka,LKA,2020,5.364,3.736000311,10.39790738,21919000,354.3323634,6.090606323281172
1397,Sri Lanka,LKA,2021,4.981,3.736000311,9.451464843,22156000,358.1635952,9.094601913702833
1398,Sri Lanka,LKA,2022,4.528,3.736000311,7.177851062,22181000,358.5677336,11.293449348541545
1399,Sri Lanka,LKA,2023,5.997,3.736000311,6.851704478,22037000,358.5677336,12.274810545900078
1400,St. Lucia,LCA,2015,20.858,0,0,174905,286.7295082,248.70644063920412
1401,St. Lucia,LCA,2016,19.933,0,0,175646,287.9442623,190.7245254659941
1402,St. Lucia,LCA,2017,19.136,0,0,176342,289.0852459,218.3257533656191
1403,St. Lucia,LCA,2018,19.329,0,0,177017,290.1918033,180.77359801600977
1404,St. Lucia,LCA,2019,15.613,0,0,177661,291.247541,157.6035258160204
1405,St. Lucia,LCA,2020,25.224,0,0,178250,292.2131148,89.76157082748948
1406,St. Lucia,LCA,2021,20.514,0,0,178522,292.6590164,112.03101018361882
1407,St. Lucia,LCA,2022,15.934,0,0,178781,293.0836066,100.68183979281915
1408,St. Lucia,LCA,2023,11.092,0,0,179285,293.0836066,111.55422929971833
1409,St. Vincent and the Grenadines,VCT,2015,19.141,0,0,106960,274.2564103,448.7658937920718
1410,St. Vincent and the Grenadines,VCT,2016,19.028,0,0,106349,272.6897436,404.3291427281874
1411,St. Vincent and the Grenadines,VCT,2017,19.006,0,0,105663,270.9307692,444.81038774216137
1412,St. Vincent and the Grenadines,VCT,2018,18.984,0,0,104926,269.0410256,352.6294721994548
1413,St. Vincent and the Grenadines,VCT,2019,19.235,0,0,104167,267.0948718,311.99900160319487
1414,St. Vincent and the Grenadines,VCT,2020,20.636,0,0,103526,265.4512821,169.03966153430056
1415,St. Vincent and the Grenadines,VCT,2021,20.341,0,0,102841,263.6948718,262.54120438346575
1416,St. Vincent and the Grenadines,VCT,2022,19.417,0,0,102046,261.6564103,244.9875546322247
1417,St. Vincent and the Grenadines,VCT,2023,18.574,0,0,101323,261.6564103,236.86625938829292
1418,Sudan,SDN,2015,14.347,2.622430442,6.174441364,40024431,21.42635493,0.8244964182001738
1419,Sudan,SDN,2016,13.606,1.217616948,5.588456456,41259892,22.08773662,1.090647547017331
1420,Sudan,SDN,2017,12.953,1.191998117,6.429600977,42714306,22.86633084,1.006688485117843
1421,Sudan,SDN,2018,12.303,1.171720714,6.714043305,44230596,23.67804925,1.6165280702977642
1422,Sudan,SDN,2019,11.658,1.155507554,6.170935498,45548175,24.38339133,2.755324444942086
1423,Sudan,SDN,2020,11.958,1.342953231,14.44544107,46789231,25.0477682,1.8059711218592158
1424,Sudan,SDN,2021,11.044,1.342953231,10.95628375,48066924,25.73175803,3.630355044146366
1425,Sudan,SDN,2022,7.53,1.342953231,17.85268199,49383346,26.43648073,3.179209444414722
1426,Sudan,SDN,2023,7.53,1.342953231,17.42454012,50042791,26.43648073,4.006571096324343
1427,Suriname,SUR,2015,7.22,0.84180563,0,581627,3.623672423,0
1428,Suriname,SUR,2016,7.917,0.8201538,0,587757,3.661863758,0
1429,Suriname,SUR,2017,7.888,0.832040204,0,593713,3.698971033,0
1430,Suriname,SUR,2018,7.693,0.751778323,0,599513,3.735106392,0
1431,Suriname,SUR,2019,7.556,0.80481278,0,605768,3.774076506,0.8253985023969572
1432,Suriname,SUR,2020,8.76,0.833656375,0,612317,3.81487831,0.8165705018805618
1433,Suriname,SUR,2021,8.491,0.833656375,0,617896,3.849636787,0
1434,Suriname,SUR,2022,8.16,0.833656375,0,623164,3.88245766,0
1435,Suriname,SUR,2023,7.631,0.833656375,0,628886,3.88245766,0.7950566557372879
1436,Sweden,SWE,2015,7.432,0.58987413,25.89277,9799186,24.05826177,1.7858626216504105
1437,Sweden,SWE,2016,6.99,0.582361,26.43903831,9923085,24.36244975,1.8139520118995254
1438,Sweden,SWE,2017,6.718,0.562457851,26.26195557,10057698,24.69294198,1.7399607743243037
1439,Sweden,SWE,2018,6.365,0.280565479,26.25521306,10175214,24.98145887,2.0146996416979537
1440,Sweden,SWE,2019,6.833,0.27468206,25.83599337,10278887,25.23788794,2.2862397456066987
1441,Sweden,SWE,2020,8.291,0.274339391,26.53116584,10353442,25.42094382,1.448793550975608
1442,Sweden,SWE,2021,8.722,0.274339391,25.75244159,10415811,25.57407926,2.5922129347393112
1443,Sweden,SWE,2022,7.392,0.274339391,25.32396533,10486941,25.74872569,1.7164204509208165
1444,Sweden,SWE,2023,7.611,0.274339391,26.04845707,10536632,25.74872569,2.277767696546676
1445,Switzerland,CHE,2015,4.801,0.435499056,11.53756702,8282396,209.6266208,3.0788192209114364
1446,Switzerland,CHE,2016,4.918,0.428066885,11.51496174,8373338,211.9315721,2.507960385690868
1447,Switzerland,CHE,2017,4.797,0.426140255,11.5093915,8451840,213.9184801,2.248031198
1448,Switzerland,CHE,2018,4.713,0.432143237,11.26492075,8514329,215.5000945,2.877502149611555
1449,Switzerland,CHE,2019,4.394,0.40174962,11.35490376,8575280,217.0427817,2.565513895756174
1450,Switzerland,CHE,2020,4.817,0.40091103,12.12645459,8638167,218.6344696,1.8522448107335736
1451,Switzerland,CHE,2021,5.013,0.40091103,11.94382258,8704546,220.314541,3.4464749798553536
1452,Switzerland,CHE,2022,4.122,0.40091103,11.3731562,8777088,222.1505997,2.7343920899505623
1453,Switzerland,CHE,2023,4.043,0.40091103,11.37807415,8888093,222.1505997,2.362711551285523
